freq,fx,gx,gy,hc,hs,l,lalti,lbes,lk,ls,luc,ol,ox,wfx,wiki,wk,wx,wy,real,ima,mag,db
869.0,2.0,116.0,116.0,0.2,1.6,11.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,4.0,34.0,104.0,100.0,-0.6497243642807007,0.1050167828798294,0.6581567246685168,-3.6334135394513947
869.0,2.0,116.0,116.0,0.2,1.6,11.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,4.0,34.0,104.0,100.0,-0.650722861289978,0.19873279333114624,0.6803932431694307,-3.3448001583558047
869.0,2.0,116.0,116.0,0.2,1.6,11.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,6.0,34.0,104.0,100.0,-0.4448256492614746,-0.05958700180053711,0.448798918252339,-6.9589639707601005
869.0,2.0,116.0,116.0,0.2,1.6,11.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,6.0,34.0,104.0,100.0,-0.5773764252662659,0.04346802458167076,0.5790103674497414,-4.7462731991678915
869.0,2.0,116.0,116.0,0.2,1.6,11.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,6.0,34.0,104.0,100.0,-0.6167978644371033,0.16014757752418518,0.6372494426525896,-3.9138107139729774
869.0,2.0,116.0,116.0,0.2,1.6,11.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,6.0,34.0,104.0,100.0,-0.6108539700508118,0.25479763746261597,0.6618643431877629,-3.5846203031163704
869.0,2.0,116.0,116.0,0.2,1.6,11.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,8.0,34.0,104.0,100.0,-0.4218789041042328,-0.020280981436371803,0.42236610651922685,-7.486218795387446
869.0,2.0,116.0,116.0,0.2,1.6,11.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,8.0,34.0,104.0,100.0,-0.5488157272338867,0.09585469961166382,0.5571237078934106,-5.080967202801458
869.0,2.0,116.0,116.0,0.2,1.6,11.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,8.0,34.0,104.0,100.0,-0.5790712833404541,0.2165149748325348,0.6182251090956219,-4.1770672025288755
869.0,2.0,116.0,116.0,0.2,1.6,11.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,8.0,34.0,104.0,100.0,-0.5661194324493408,0.31203848123550415,0.6464203164880602,-3.7897000496199187
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,2.0,34.0,98.0,100.0,-0.18148820102214813,0.04655742645263672,0.18736478075707913,-14.546240815424643
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,2.0,34.0,98.0,100.0,-0.20631709694862366,0.05284309759736061,0.21297684723225657,-13.433352125197008
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,2.0,34.0,98.0,100.0,-0.21970905363559723,0.06017192080616951,0.2277997548351483,-12.848934953145353
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,2.0,34.0,98.0,100.0,-0.23218396306037903,0.0730537474155426,0.2434055108535494,-12.27339186589939
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,4.0,34.0,98.0,100.0,-0.1530139297246933,0.04561198502779007,0.15966751663368703,-15.935668587896863
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,4.0,34.0,98.0,100.0,-0.1776178777217865,0.051511526107788086,0.18493660483621094,-14.659542392826808
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,4.0,34.0,98.0,100.0,-0.19022983312606812,0.05969434231519699,0.19937603646279972,-14.006540837978172
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,4.0,34.0,98.0,100.0,-0.2022111564874649,0.07282210886478424,0.21492419907379556,-13.35429366015325
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,6.0,34.0,98.0,100.0,-0.12566743791103363,0.04490189254283905,0.133448435378809,-17.493730274971654
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,6.0,34.0,98.0,100.0,-0.15021950006484985,0.05131165683269501,0.15874124960655212,-15.986204105265081
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,6.0,34.0,98.0,100.0,-0.16259926557540894,0.059446778148412704,0.17312550533612592,-15.232778918544822
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,6.0,34.0,98.0,100.0,-0.17081332206726074,0.0661069005727768,0.18315925665658492,-14.74342255409869
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,8.0,34.0,98.0,100.0,-0.09868580847978592,0.04482156038284302,0.10838755034809962,-19.3004119806076
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,8.0,34.0,98.0,100.0,-0.12303748726844788,0.051121342927217484,0.13323518670387205,-17.507621303121674
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,8.0,34.0,98.0,100.0,-0.13539518415927887,0.05917435884475708,0.14776149917422035,-16.60877422469301
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,8.0,34.0,98.0,100.0,-0.14372915029525757,0.06570210307836533,0.15803428423451946,-16.02497372436988
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,2.0,34.0,100.0,100.0,-0.09761811792850494,0.0808611586689949,0.12675892051132287,-17.940429359021298
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,2.0,34.0,100.0,100.0,-0.09722207486629486,0.07860163599252701,0.12502139425717967,-18.06031324179132
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,2.0,34.0,100.0,100.0,-0.0959257110953331,0.07637273520231247,0.12261540168929778,-18.22909949544459
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,2.0,34.0,100.0,100.0,-0.09514019638299942,0.07277379184961319,0.119781808919245,-18.432182651599188
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,4.0,34.0,100.0,100.0,-0.06690158694982529,0.0861482247710228,0.10907492364243808,-19.245501647350814
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,4.0,34.0,100.0,100.0,-0.06670650094747543,0.08374904841184616,0.10706848452530414,-19.406766887925457
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,4.0,34.0,100.0,100.0,-0.06550493091344833,0.08150310814380646,0.1045641076616477,-19.612347288246703
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,4.0,34.0,100.0,100.0,-0.06495075672864914,0.07781948894262314,0.10136307838120943,-19.882404169344873
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,6.0,34.0,100.0,100.0,-0.03681723773479462,0.0920204147696495,0.0991123893809382,-20.077441077103245
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,6.0,34.0,100.0,100.0,-0.036867812275886536,0.08946441859006882,0.09676320465791251,-20.2857951372902
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,6.0,34.0,100.0,100.0,-0.03578527271747589,0.08718070387840271,0.09423938068662095,-20.515351532053494
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,6.0,34.0,100.0,100.0,-0.03538483753800392,0.08350786566734314,0.09069537119338537,-20.84829754798629
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,8.0,34.0,100.0,100.0,-0.007401955779641867,0.09860542416572571,0.09888285303462101,-20.09758023035653
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,8.0,34.0,100.0,100.0,-0.00755913695320487,0.0960373729467392,0.0963344048301975,-20.324371628344466
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,8.0,34.0,100.0,100.0,-0.006547757424414158,0.09376377612352371,0.09399212116039964,-20.538170987574293
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,8.0,34.0,100.0,100.0,-0.006502315402030945,0.08995175361633301,0.0901864628657814,-20.897172917431956
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,2.0,34.0,102.0,100.0,-0.6088511347770691,0.2567070722579956,0.6607557985115201,-3.599180339921808
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,2.0,34.0,102.0,100.0,-0.5310498476028442,0.407121866941452,0.6691503233062788,-3.4895261573836716
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,2.0,34.0,102.0,100.0,-0.4473240077495575,0.47063881158828735,0.6493070605517559,-3.750997491844281
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,2.0,34.0,102.0,100.0,-0.37088802456855774,0.4979352355003357,0.6208843898191851,-4.139785179650224
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,4.0,34.0,102.0,100.0,-0.5682212710380554,0.29880601167678833,0.6419972316718291,-3.8493368925868237
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,4.0,34.0,102.0,100.0,-0.48016345500946045,0.44631534814834595,0.6555565067325634,-3.6677973531787487
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,4.0,34.0,102.0,100.0,-0.3916243016719818,0.5047599673271179,0.6388679192729437,-3.891778388007997
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,4.0,34.0,102.0,100.0,-0.31300219893455505,0.5273991227149963,0.6132864022448358,-4.246733287221967
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,6.0,34.0,102.0,100.0,-0.5246560573577881,0.34133997559547424,0.6259208875422976,-4.069611108157619
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,6.0,34.0,102.0,100.0,-0.42575663328170776,0.4837206304073334,0.6444023270170915,-3.816857999170065
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,6.0,34.0,102.0,100.0,-0.33290234208106995,0.5366194844245911,0.6314938166183226,-3.992617951157626
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,6.0,34.0,102.0,100.0,-0.252884179353714,0.5542445778846741,0.6092105221366108,-4.304652084841889
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,8.0,34.0,102.0,100.0,-0.47740963101387024,0.383727490901947,0.612508565702312,-4.257756669513954
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,8.0,34.0,102.0,100.0,-0.36803770065307617,0.519721508026123,0.6368376520016312,-3.9194253509750525
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,8.0,34.0,102.0,100.0,-0.27122762799263,0.5661640167236328,0.6277787189919283,-4.043868209834015
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,8.0,34.0,102.0,100.0,-0.19007565081119537,0.5783955454826355,0.6088268719968386,-4.310123744250603
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,2.0,34.0,104.0,100.0,-0.4517650604248047,-0.06902265548706055,0.45700743625362694,-6.801534663914099
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,2.0,34.0,104.0,100.0,-0.5873429775238037,0.03019401989877224,0.5881185697494807,-4.61070215205763
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,2.0,34.0,104.0,100.0,-0.6305081248283386,0.1458657681941986,0.6471609674612889,-3.7797536884648855
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,2.0,34.0,104.0,100.0,-0.6279670000076294,0.24027177691459656,0.6723638002452836,-3.447913536326739
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,4.0,34.0,104.0,100.0,-0.4292803406715393,-0.03484074026346207,0.4306918713757886,-7.316666495556165
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,4.0,34.0,104.0,100.0,-0.5651872754096985,0.07861197739839554,0.5706281620070326,-4.872935971404216
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,4.0,34.0,104.0,100.0,-0.5958005785942078,0.19460739195346832,0.6267777648067324,-4.057728374031439
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,4.0,34.0,104.0,100.0,-0.5871261358261108,0.289775550365448,0.6547419101903429,-3.678597177837688
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,6.0,34.0,104.0,100.0,-0.4047630727291107,-0.0003740105021279305,0.4047632455262793,-7.855978608633225
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,6.0,34.0,104.0,100.0,-0.5336917638778687,0.1240634024143219,0.5479220990703776,-5.225623660560345
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,6.0,34.0,104.0,100.0,-0.5570131540298462,0.2431938648223877,0.6077885402420211,-4.324949854669835
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,6.0,34.0,104.0,100.0,-0.5422358512878418,0.33890873193740845,0.639436351019609,-3.8840535671519905
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,8.0,34.0,104.0,100.0,-0.3783820867538452,0.03511499986052513,0.3800079825364187,-8.404145607921372
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,8.0,34.0,104.0,100.0,-0.4991301894187927,0.1706102341413498,0.5274834575444107,-5.555823115290971
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,8.0,34.0,104.0,100.0,-0.5140374898910522,0.2923709750175476,0.5913673376558812,-4.562853321174146
869.0,2.0,116.0,116.0,0.2,1.6,12.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,8.0,34.0,104.0,100.0,-0.4926547110080719,0.3878645598888397,0.6270148172860114,-4.054443920562198
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,2.0,34.0,98.0,100.0,-0.12691859900951385,0.08120691776275635,0.15067479638965783,-16.439187734636928
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,2.0,34.0,98.0,100.0,-0.1518637239933014,0.08949503302574158,0.17627237900871537,-15.076314682417298
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,2.0,34.0,98.0,100.0,-0.1646353304386139,0.09871035069227219,0.19195969723466158,-14.335798874460952
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,2.0,34.0,98.0,100.0,-0.1756460964679718,0.113291434943676,0.20901315852365188,-13.596527436216892
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,4.0,34.0,98.0,100.0,-0.09879536181688309,0.07628811150789261,0.12482147040461228,-18.074214114184922
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,4.0,34.0,98.0,100.0,-0.12344598770141602,0.0843622013926506,0.1495188713955275,-16.506079795525167
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,4.0,34.0,98.0,100.0,-0.13561876118183136,0.09357734024524689,0.1647700427622367,-15.6624349117217
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,4.0,34.0,98.0,100.0,-0.14330312609672546,0.10170115530490875,0.1757239623370904,-15.103380250891849
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,6.0,34.0,98.0,100.0,-0.07164332270622253,0.0718589648604393,0.10147155522214978,-19.873113665629756
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,6.0,34.0,98.0,100.0,-0.09578273445367813,0.08016423881053925,0.12490251159803388,-18.06857657083596
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,6.0,34.0,98.0,100.0,-0.10773444920778275,0.08932165801525116,0.1399466689017563,-17.08074868847987
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,6.0,34.0,98.0,100.0,-0.11534319072961807,0.09686978906393051,0.15062472466690002,-16.44207467889984
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,8.0,34.0,98.0,100.0,-0.045065198093652725,0.0670967698097229,0.08082603910942997,-21.848974066752334
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,8.0,34.0,98.0,100.0,-0.06885640323162079,0.0754738599061966,0.10216412185858471,-19.814031871602527
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,8.0,34.0,98.0,100.0,-0.08084145188331604,0.08428284525871277,0.11678586535838412,-18.652194337678026
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,8.0,34.0,98.0,100.0,-0.08836648613214493,0.09172419458627701,0.12736547312299268,-17.898965735839976
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,2.0,34.0,100.0,100.0,-0.03824806213378906,0.11274552345275879,0.11905657191279602,-18.484932531568063
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,2.0,34.0,100.0,100.0,-0.038264404982328415,0.11016522347927094,0.11662135804769788,-18.664438111122795
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,2.0,34.0,100.0,100.0,-0.03720657899975777,0.10788676142692566,0.11412222751092616,-18.85259520187258
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,2.0,34.0,100.0,100.0,-0.036623481661081314,0.1043410375714302,0.11058178661272465,-19.126327953386138
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,4.0,34.0,100.0,100.0,-0.008506657555699348,0.11375702172517776,0.11407463878773626,-18.856217954545226
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,4.0,34.0,100.0,100.0,-0.00856833066791296,0.11122416704893112,0.1115537163260966,-19.05031913906281
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,4.0,34.0,100.0,100.0,-0.007689906749874353,0.1088695079088211,0.10914075507403559,-19.24026091881763
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,4.0,34.0,100.0,100.0,-0.007304082158952951,0.10529003292322159,0.10554307485172972,-19.53140514809238
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,6.0,34.0,100.0,100.0,0.020264672115445137,0.11536863446235657,0.11713487419916985,-18.62627569079873
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,6.0,34.0,100.0,100.0,0.02010178752243519,0.1128290668129921,0.11460575980066519,-18.815871105176
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,6.0,34.0,100.0,100.0,0.020869163796305656,0.1104794442653656,0.11243322286024296,-18.982106805067055
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,6.0,34.0,100.0,100.0,0.02112296223640442,0.10696186125278473,0.10902760795459349,-19.24927032299346
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,8.0,34.0,100.0,100.0,0.04840866103768349,0.11834827810525894,0.12786599780215632,-17.864898560019125
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,8.0,34.0,100.0,100.0,0.04796351492404938,0.11564435809850693,0.12519631114328095,-18.04816934483115
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,8.0,34.0,100.0,100.0,0.04864399880170822,0.113316610455513,0.12331623098581578,-18.179595148757578
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,8.0,34.0,100.0,100.0,0.048592086881399155,0.10968198627233505,0.11996386547679322,-18.418990976924018
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,2.0,34.0,102.0,100.0,-0.5397883057594299,0.33985278010368347,0.6378646621179437,-3.905429144395924
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,2.0,34.0,102.0,100.0,-0.4462469816207886,0.482842355966568,0.6574747974797288,-3.642417800498256
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,2.0,34.0,102.0,100.0,-0.3558134436607361,0.5389625430107117,0.6458202764378687,-3.7977664763480314
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,2.0,34.0,102.0,100.0,-0.27550825476646423,0.5591371059417725,0.6233290476830066,-4.105652682615783
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,4.0,34.0,102.0,100.0,-0.4960944652557373,0.37465524673461914,0.6216721582660384,-4.128771643538692
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,4.0,34.0,102.0,100.0,-0.39347440004348755,0.5136143565177917,0.647009900009859,-3.781781481316609
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,4.0,34.0,102.0,100.0,-0.29901227355003357,0.5639986395835876,0.6383594639274158,-3.898693972982966
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,4.0,34.0,102.0,100.0,-0.2174443006515503,0.5795620083808899,0.6190106181999889,-4.166038024892902
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,6.0,34.0,102.0,100.0,-0.4499673545360565,0.40907469391822815,0.6081222947339369,-4.320181487331693
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,6.0,34.0,102.0,100.0,-0.3380917012691498,0.542076051235199,0.6388680957676741,-3.891775988429787
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,6.0,34.0,102.0,100.0,-0.2401902973651886,0.5868670344352722,0.6341169411514163,-3.9566128797934925
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,6.0,34.0,102.0,100.0,-0.15790309011936188,0.5976203680038452,0.6181290238472019,-4.178417278276697
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,8.0,34.0,102.0,100.0,-0.40122541785240173,0.4441288113594055,0.5985250512805231,-4.458353349421787
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,5.0,20.0,58.0,28.0,3.0,8.0,34.0,102.0,100.0,-0.2803454101085663,0.5695526003837585,0.6348099822567708,-3.947125053436827
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,7.0,20.0,58.0,28.0,3.0,8.0,34.0,102.0,100.0,-0.18031670153141022,0.608376145362854,0.6345357729062501,-3.9508777775211987
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,9.0,20.0,58.0,28.0,3.0,8.0,34.0,102.0,100.0,-0.09741604328155518,0.6135550141334534,0.6212404050421512,-4.134806116300673
869.0,2.0,116.0,116.0,0.2,1.6,13.0,25.0,24.0,30.0,3.0,20.0,58.0,28.0,3.0,2.0,34.0,104.0,100.0,-0.4151926040649414,-0.008091806434094906,0.4152714483342119,-7.633358548867282
